latitude,longitude,road_type,traffic,wildlife,weather,risk
31.106342545475165,79.9564208346679,1,349,2,1,1
29.81290097599495,78.81153208184867,3,15,9,0,1
30.575874776981944,80.25892307657634,3,157,2,1,0
30.300257073530073,79.66344956427754,2,354,4,0,0
30.398526127478345,79.53584127275978,2,243,5,1,1
31.244133056311373,79.3890779914543,3,112,8,1,1
31.35678575399827,79.5342051050516,2,284,3,1,0
30.069728396893527,78.68928698268259,1,250,1,1,0
29.918428757084776,79.32123071041411,2,426,2,1,0
30.887491619391763,79.49206053495668,3,31,9,0,1
31.45859326518002,78.45244026388828,2,424,1,0,0
31.062253039501215,80.4688161262475,2,471,8,1,1
29.510524828919618,79.35899626210256,1,477,3,0,1
30.792070469550023,79.42799251297001,1,293,6,1,1
30.991215471467473,78.18210414392637,1,225,7,0,0
29.57367000490938,78.37254387437953,2,41,8,1,1
31.12359115071592,78.35722792952289,2,257,3,0,0
31.200388910104802,80.30131789131667,3,151,3,1,0
30.13451256899815,79.17695030389814,1,340,1,0,1
29.827019371524905,78.54959849440769,1,498,2,1,1
30.64816175921555,79.10331726823375,3,360,2,0,0
30.472171830205482,79.12536363806473,2,399,3,1,0
30.374008285558595,80.29504744741317,2,167,4,1,0
30.995205177907614,78.15061989878365,2,490,2,0,0
30.723558708960386,79.7821772110578,2,347,3,1,0
31.400528860470693,78.31494792650795,1,93,3,0,0
30.4299803833986,79.05549903420795,2,274,4,0,0
31.27889674880244,78.23103283562953,2,194,4,1,0
30.680591723544815,79.08628114935351,2,197,7,0,0
30.577376933846455,79.128963898537,2,266,6,0,0
29.997074366533546,78.04541503752282,1,291,6,0,0
31.02079950657217,78.16759213132623,1,481,9,0,1
29.828052188474626,80.15569047710144,1,338,6,0,1
31.136554806344407,78.91715911993934,2,427,1,1,0
29.836255304190992,79.72118621350523,1,384,6,0,1
29.958835574420277,78.90909832986236,3,457,8,1,1
31.049556126280816,79.10392599752983,1,94,7,0,0
31.446233187175768,78.56970206577377,2,395,1,0,0
30.71427721715443,79.98194547086905,1,334,6,1,1
30.668263901336527,79.20785974601061,1,447,5,0,1
29.667923255927953,78.06716474453971,3,408,6,0,1
29.533700217869228,80.38750676014422,3,242,7,0,1
30.674997473275493,78.64678625828346,2,200,2,1,0
29.607664792629357,78.7624822567379,1,341,2,1,1
30.95769646682953,79.28143340762077,1,456,9,1,1
31.238725379119913,78.03623347709484,1,264,8,1,1
30.75926643201217,78.76688652128513,3,267,6,0,1
30.269171676756436,78.43150696675089,1,79,1,0,0
30.992505495751434,78.96020785362688,1,317,6,1,1
31.145458395761654,79.8734654466551,2,408,7,1,1
31.017658267183272,78.79842000381386,1,438,5,0,1
30.68001271724949,79.07991196629213,2,122,1,0,0
30.892008723050083,78.8482487064765,3,273,8,1,1
30.70361356286972,80.14607838749049,2,201,5,0,0
30.30816262815934,79.90600680231191,3,34,9,0,1
29.63784201721878,79.45285567968295,2,104,6,1,1
29.85483744352859,79.53259184643696,1,46,4,0,0
29.878714245241888,78.51620593638889,2,197,6,0,0
29.943102861675435,78.68778176332297,3,362,9,1,1
29.67017695772945,78.81418837236005,2,233,4,0,0
31.18677367548995,79.39627894819209,3,121,8,1,1
30.075968890869017,80.10927162805436,3,244,3,0,0
30.667370306045118,78.95390762735751,3,83,2,0,0
31.430221081316795,78.79065287355365,2,416,2,0,0
30.126989514687534,78.91258367462015,2,447,1,1,0
30.964125378279952,78.03658937429292,3,485,1,1,0
31.072146906714764,79.68800066927632,3,148,3,1,0
29.610202747970263,79.96996432745284,3,414,8,0,1
29.64234569284001,79.90816507643335,3,375,9,1,1
30.547770464409595,78.93178808329233,2,465,6,1,1
31.117472982525992,79.62971557146307,1,422,2,0,1
30.035385545430344,80.42027338648208,1,395,9,1,1
29.521272915648833,78.7520854324424,1,51,1,0,0
30.21221969469392,79.93657509439412,1,219,5,0,0
30.450091656157667,80.24515284035391,1,392,1,1,1
29.887754613010706,79.01163462717703,2,478,6,0,0
29.91246022598263,79.08122583500618,3,163,6,1,1
30.86369140588683,79.2899625212164,1,468,3,0,1
31.151752388686997,80.42620803104822,1,146,8,0,0
30.817962208140173,80.1866772176261,1,319,5,0,1
30.54863877197266,79.85885758691606,1,352,8,0,1
30.99779163114183,78.6738515589687,2,454,8,1,1
30.418209318914574,78.388416816528,1,101,4,0,0
30.955316882916364,79.39873050778968,1,314,3,0,1
29.853191124754073,78.04761982432018,1,494,4,0,1
30.4587116334007,79.91127521224323,3,232,1,0,0
30.85628411630848,79.37415131363302,2,378,9,1,1
29.78498084877414,80.4122370472573,1,263,6,1,1
29.63668627102224,79.955170521417,1,333,6,1,1
29.839691963982855,80.16333085056243,1,457,1,0,1
29.8203628975056,79.88845805169363,2,461,4,0,0
29.561536072363502,79.81654196477278,1,210,3,1,0
30.447460780638057,79.10860120114403,3,428,9,0,1
29.592738938237574,78.46806037801522,3,90,1,0,0
30.394112621636268,78.64821485276683,3,466,4,0,0
30.421805453377434,78.2726893302683,3,227,8,1,1
31.42192456820339,78.62099647870455,2,352,8,1,1
30.30458912337676,78.01331576055668,3,291,3,1,0
30.680319316977865,80.2051038509499,2,45,7,1,1
30.495460113217245,80.44966369640923,3,388,6,0,1
30.940880180284843,80.12427042947986,1,234,5,1,1
31.277058170271843,80.43931061933499,1,411,2,1,1
30.801592874575494,79.05406630111807,1,60,2,0,0
30.906965542299808,79.66017179529355,2,323,5,1,1
30.939298445564923,79.16742799093767,2,25,7,0,0
31.237714927177112,78.01355067763508,1,316,7,0,1
30.64492343058094,78.5327268230378,3,417,8,1,1
29.593181203810715,78.02648930090395,1,233,6,1,1
30.957321800684543,79.09129428900947,1,257,8,1,1
30.4240437302675,80.2399178870442,2,237,2,0,0
29.66680913401264,78.6758988746849,2,273,9,0,0
30.399177012442856,80.34436598518786,2,221,2,0,0
30.111703697146307,79.82508170627153,3,39,6,1,1
31.397557991084003,78.76544034313963,1,469,2,0,1
30.600597433028756,79.15024596147019,1,371,9,0,1
31.4597046152577,79.63818440332575,3,177,9,0,1
30.456404238631166,79.61748479709607,2,165,3,0,0
30.36072894476314,79.54753505577091,3,319,4,0,0
30.023864732864883,80.27847103445406,2,176,9,0,0
29.542514865596566,80.25249517693389,2,238,7,0,0
30.682288238719202,80.2437880017998,3,327,9,0,1
29.902253740432638,79.18386476179995,3,306,2,0,0
30.606432768850375,80.29514047106362,1,352,8,1,1
30.30048833892767,79.09319503497152,2,456,4,1,0
30.325702133943093,80.18364050788853,2,330,5,0,0
30.596488562477514,79.6366756131565,3,288,7,0,1
29.686444800813018,78.20679873612578,3,96,6,1,1
31.42802024407161,80.123859676619,2,474,2,0,0
30.22781646758109,78.5218485003649,1,366,7,0,1
29.53106398016087,78.44965241428245,2,474,3,0,0
30.497127382251293,79.2208001797156,2,161,1,1,0
30.186247198986628,79.00328072755562,3,449,7,1,1
30.942960121020583,79.15900171887847,2,50,9,1,1
31.134244869919666,79.25288457233289,1,464,6,1,1
30.569504724143844,79.70650668013374,1,294,5,1,1
29.545325315435793,78.41952920447942,3,241,4,0,0
31.06666966234269,79.86396678363282,3,339,9,0,1
30.464508315146272,78.74462320691065,1,98,7,1,1
30.72485059812124,80.17148905455835,2,274,2,1,0
30.8424594349751,79.74071587881136,3,290,8,0,1
29.961946806085102,79.2909871618459,2,439,7,0,0
29.557485499625578,78.24285365377075,2,74,4,1,0
30.682034097928867,78.12204671944086,1,136,8,1,1
29.855415935539714,78.51666945009968,2,41,9,1,1
31.072720329191505,78.2771917836843,1,396,5,1,1
29.6427240782436,79.67475313753702,1,353,7,0,1
30.06201085852667,79.89052820046798,1,239,6,0,0
30.19106891709129,80.30635449532821,2,484,3,0,0
29.96149370807904,78.04028396183463,3,499,8,0,1
30.95057060885351,80.14526788014928,3,20,9,1,1
31.268968001096287,79.49028388238695,2,487,8,0,0
30.917996198159717,79.16650259931407,2,491,3,0,0
30.370157633061222,78.82547189175602,1,317,7,0,1
31.176675434819423,78.82623034950825,1,206,1,1,0
30.5844355723161,79.1317988416664,1,414,6,0,1
31.318947180116353,78.16172730257414,1,104,3,1,0
29.64492772701665,80.19288448514787,2,357,3,0,0
31.2868654593327,78.64380328744355,1,358,6,1,1
31.001510745274718,79.65219822539379,2,19,1,1,0
29.904741777020973,78.90618979203494,3,328,1,0,0
31.033551770362873,79.64777040491452,2,403,4,0,0
29.73504048528471,79.98986342757456,2,313,2,0,0
30.54163200414397,79.49458084162637,1,371,6,1,1
31.226301584451118,79.63188450130592,1,476,9,1,1
30.53213292220676,78.39644204518318,2,303,1,0,0
30.294545551798837,78.5740742442453,2,168,8,1,1
30.19084214066667,79.16003061342214,3,114,5,1,1
29.50299584467046,79.74282774432884,2,104,5,0,0
31.455865307470237,80.29803725715688,2,130,4,0,0
29.678162979835584,79.22021061953737,3,117,6,1,1
29.610369390556013,78.58013714240867,1,434,7,0,1
30.89760322398388,79.1211264728766,3,63,2,1,0
31.495439126725778,80.36613756787227,3,111,2,1,0
31.398272214229493,80.04232158233248,2,397,9,1,1
30.117565846154484,79.88023354529405,2,25,6,1,1
31.18218413627218,78.87876465657426,3,206,5,0,0
31.331095624753996,79.07828155911163,1,125,3,1,0
29.94310298109494,78.02242392275798,2,22,6,0,0
29.656394176748343,78.30582554191034,2,209,8,0,0
30.15029973016791,78.78578406775405,3,75,4,1,0
31.215662115749755,79.32167998546473,1,398,2,0,1
29.757225635915006,79.44399090374833,2,225,1,0,0
30.28068144339525,78.02731430603127,2,212,6,1,1
31.265786630635212,80.02251847572565,2,356,9,1,1
29.56233953271743,79.6297087474174,1,118,2,0,0
29.50523533300025,79.02424506267874,2,107,3,1,0
31.12242682667602,78.72305015960754,2,109,9,1,1
30.877844481297018,78.5926324581845,3,433,8,0,1
30.819609594703174,78.52793929807625,2,193,9,0,0
30.05093189836489,78.50548413716412,2,152,2,1,0
29.936776234292967,78.31457123328401,1,107,5,1,1
29.59729489195993,78.07494763886169,2,473,3,0,0
30.71538513371275,78.31256697727066,2,181,2,1,0
30.790219495735712,78.20547165726721,1,466,9,0,1
31.249117369226663,79.78258655985734,2,196,5,0,0
30.833648523674178,79.01795431448687,3,350,4,0,0
30.558800647118083,80.17279302180805,1,129,6,1,1
31.32698849299249,78.40295372469339,2,331,6,0,0
30.210106647492616,78.30449823210539,1,157,9,0,0
31.08992956560706,80.18064026851913,2,273,1,1,0
30.40339466604643,78.97779004640778,1,245,8,0,0
29.74478218720529,78.25666271722518,1,497,4,1,1
30.980334639214604,78.96372799703562,1,348,5,1,1
30.77028283228402,79.46038477117463,3,455,5,1,1
30.194086161678495,79.58281108237905,3,237,6,1,1
31.31766486920335,78.0832814659149,1,209,3,1,0
29.87164505117578,78.35824259702524,3,93,2,1,0
29.712395363616473,78.76492050223456,1,494,6,0,1
30.653372553837507,79.49901680435738,3,227,1,1,0
31.335161229524363,79.1203602688634,2,113,9,0,0
31.003051051906407,79.18595261645416,2,476,5,1,1
30.05192721187494,80.33622121066762,2,487,8,0,0
30.98693796782917,78.62894459752124,1,456,7,0,1
30.37862424048838,80.37587947646179,1,149,2,0,0
30.507766600936552,79.5597301191674,3,96,8,1,1
29.58238233316713,79.2784005499395,3,407,7,0,1
30.170747667905843,79.02455234687086,3,121,8,0,1
30.28290901845094,78.51647304368879,2,108,9,1,1
30.535790865408057,79.29701624040457,3,32,7,0,1
30.71520479191797,79.03520672766852,2,406,8,1,1
29.848140503736673,78.1815594909271,2,254,2,1,0
31.280167443551324,79.04929022610091,1,259,2,0,0
30.58739692631827,78.22353224048382,2,142,7,1,1
29.67912548438904,79.7977738172156,1,164,8,1,1
29.826528591500026,78.8604202996131,3,125,3,0,0
30.703882507908766,79.09937930803947,1,447,5,1,1
30.426679363451814,78.97427101968653,1,65,2,0,0
29.83007152847294,79.7685235484542,3,115,3,0,0
30.517606208427715,78.002435431596,2,383,2,0,0
29.764336834660718,79.4340377052955,1,233,7,1,1
30.572203800006097,78.09963602218438,1,249,5,1,1
30.337875014380767,80.39800767752212,1,384,2,1,1
31.05385418511227,78.52711032241514,2,380,6,0,0
31.24796551428971,79.81486174126117,1,392,3,1,1
31.38575799894775,79.25901339975782,3,286,8,1,1
31.377882134012193,80.31199392311851,2,448,9,1,1
30.089972846879743,80.07530714472325,1,451,8,1,1
30.464754220923446,79.61407486686761,2,226,2,1,0
30.35126101748248,79.83690675234384,3,322,7,0,1
30.126037634868364,80.39900013845354,3,169,2,1,0
31.22688769960314,78.39259130045149,1,21,9,0,0
30.86302965673746,79.80746536473575,2,173,4,1,0
30.09479063331402,78.78115535243852,3,121,4,0,0
30.311866453790962,78.3220863322407,3,434,6,0,1
31.194643289418412,79.34733834237724,1,245,9,0,0
30.350959730608732,78.5800585695695,3,202,2,1,0
29.70070248212104,78.35918988244377,1,429,6,0,1
30.6249403551772,78.11207180887531,3,277,6,1,1
30.902464491368217,79.96801131927927,2,154,5,0,0
29.81416730695486,79.05509428546782,2,282,5,0,0
30.535586186433726,79.15286568476719,2,53,5,1,1
31.066100648989778,79.81795006280305,3,154,2,0,0
29.61835483375956,78.62233325170475,3,147,8,0,1
30.84863648914183,78.3839296478303,2,219,6,1,1
30.90028681844636,78.07087012083747,1,184,3,0,0
30.850111767826483,78.72880145225103,1,14,1,0,0
30.96335451375304,79.08788202189491,1,100,1,1,0
30.704969021037858,79.7860166751971,1,456,3,0,1
31.23098655358716,79.80853551065074,1,416,6,1,1
30.952026225697665,80.00876581314171,1,374,3,0,1
30.083868566104787,79.20702227718014,1,444,2,1,1
31.056848830364576,80.0674879741805,2,422,7,0,0
30.632113278606504,78.85920432955783,3,272,8,0,1
30.457573968042794,78.29927718267929,2,407,4,1,0
30.864123265983064,79.33281258671228,1,322,2,1,1
29.812270780507372,79.84908795586732,2,410,9,1,1
31.116679258363302,78.59531660135002,3,352,3,1,0
29.60848305883324,79.3377845773253,2,199,6,0,0
30.703040531271444,79.56351811120763,2,293,2,0,0
30.13005171851169,79.67412843994806,3,321,6,0,1
30.522515122426878,79.22161395683854,1,439,5,1,1
30.559774481624277,78.2997093462685,1,117,8,1,1
30.20034608367223,80.42420823160454,1,96,6,1,1
30.71445344213138,79.16480244092948,2,251,7,0,0
29.525277518948226,78.72344166482848,2,58,6,1,1
30.92405869135411,80.47028148770963,3,125,6,1,1
30.344592457416415,79.0602652484105,3,416,3,0,0
29.82647727680255,78.3248099627969,2,25,1,1,0
30.66063831789406,78.25192901682016,2,252,1,0,0
30.748347546661456,80.15220540284436,3,428,1,0,0
31.463778133096152,80.43350712543372,2,429,5,0,0
30.95850944123161,78.1977564985476,2,417,2,1,0
30.784500552888414,79.01280941105502,1,363,2,1,1
30.415928803612104,79.59908131896226,2,307,4,1,0
30.48004810325259,79.84595457263886,1,91,2,0,0
29.885863510936993,79.71221311021885,2,396,9,0,0
29.727645525215376,78.63198758847655,3,382,9,0,1
31.326795984383978,78.70640030278975,3,402,7,1,1
30.29931727148569,78.5285948459069,2,248,4,0,0
30.80790990690191,79.12105962913385,3,90,2,1,0
31.04100135557231,78.13803331251559,3,364,6,0,1
31.04122185438057,78.88526720163303,2,320,9,1,1
29.57722116565975,78.75928396904962,1,71,5,0,0
30.6620583756063,78.8873259493087,1,454,4,0,1
30.80046632468219,80.158282305304,3,337,3,1,0
30.199189619716634,79.08197999966066,1,200,4,0,0
29.591897952069715,79.39377765445975,3,397,8,1,1
30.199737359388283,79.97751356329537,1,282,9,0,0
30.304849275844493,79.72108362329584,3,453,6,0,1
30.80676740158432,78.27579165981201,1,343,6,0,1
30.7580734497142,78.945850537269,3,152,2,1,0
31.110818658155935,79.03715124634678,2,397,3,1,0
30.85220952265851,80.16835400929516,3,210,6,1,1
29.86537155316209,79.19842700986544,2,388,9,0,0
31.48885283814749,78.16003018921779,1,427,4,1,1
30.71017928736067,78.90715154274046,1,378,9,1,1
30.398130577787324,79.12114000641176,2,262,1,0,0
30.60947155813751,78.17111944948329,3,93,2,0,0
30.477413963280718,79.70241525873996,2,93,7,0,0
30.731781273114812,78.27336627445894,3,276,6,1,1
31.39581235590504,79.01300368798007,3,399,8,0,1
29.765969051888455,78.91838509282171,1,315,5,1,1
30.228633961172612,80.27446902191917,2,187,5,0,0
31.336436829021956,80.27085588746925,2,430,9,1,1
30.685833293906118,78.65594629925727,2,226,3,1,0
30.25134049109747,78.42930823092452,1,196,7,0,0
30.432448141579915,79.78227614780477,1,13,1,0,0
31.184679928814248,79.7000390981608,1,305,1,0,1
30.378437430476286,78.44287928393345,2,320,7,1,1
30.066287789110227,80.38656168693713,2,150,5,0,0
31.432759769501846,78.60993382920182,2,237,9,0,0
30.05121363144156,79.76425940510936,3,368,4,0,0
30.70217152312692,78.95815859944204,2,430,7,1,1
31.45842344187268,80.14863757673379,1,291,3,1,0
30.94233791984732,79.78901357900736,1,206,8,1,1
31.263696472714916,80.05663869062231,3,301,2,1,0
30.75861528979911,80.01829144982592,3,270,6,1,1
29.937145082584408,80.00218379645139,2,281,3,1,0
31.331402690096294,79.43095160456612,1,244,3,0,0
30.50437408124724,80.1678750276087,2,285,8,0,0
30.89150638026399,78.67114755473659,3,182,3,1,0
30.645000156308818,79.25051075308028,3,147,4,0,0
29.867682942304,79.19384979445174,1,178,2,1,0
30.48153884199734,78.57483515325892,2,448,4,1,0
30.338662278241536,79.88306802859942,1,159,3,1,0
29.867657406677672,80.19815742782549,1,176,5,0,0
30.701215901902682,78.6998296866937,3,152,7,0,1
30.238851039795474,78.50381716135844,1,72,8,1,1
30.72898770182107,78.16957100536881,1,496,2,1,1
31.460795709940275,80.02072647483048,3,436,4,1,0
29.655547853528173,78.11941272039202,3,481,2,0,0
30.739125939707193,78.25629545518498,3,446,3,1,0
30.549317308058118,79.25300199280626,2,252,7,1,1
30.34738260661597,79.57067372487607,3,109,8,1,1
29.95802709382175,80.00849820641434,1,410,6,1,1
31.14200995609081,78.6789915157133,2,339,9,1,1
31.02486762277398,80.12098846820825,2,219,6,0,0
31.23132190912833,80.10987937428642,1,313,5,0,1
30.047515625953828,78.67770942698613,1,364,8,0,1
31.14996286732934,78.31513529566179,1,461,5,0,1
30.834177391204342,80.3073180878129,2,108,1,0,0
31.109991220158935,79.32931646965841,3,248,8,1,1
30.149407614748323,78.98688975714298,2,181,6,0,0
30.204270920968934,80.04381063159379,1,210,5,0,0
31.064130149684672,78.89857448195212,3,85,9,1,1
30.73599410633303,80.06326438303353,1,415,2,0,1
29.974145073360123,78.58874444542101,3,455,4,1,0
30.480577663156232,79.7048083190902,3,104,1,0,0
31.45706832201443,80.19884134849319,2,123,3,1,0
31.09149822797243,78.83500998541952,3,244,8,1,1
31.278849098003697,79.45708497791364,2,53,4,1,0
29.845650518034407,78.50170699145505,1,241,6,1,1
30.299204366551386,78.32390182943533,2,181,4,0,0
30.393974939411184,78.82167642712423,1,205,9,1,1
30.36135448421442,78.11026974901465,3,453,9,1,1
30.19370730859068,78.53262345972935,3,324,2,1,0
31.361270638851565,79.264938527009,3,67,9,0,1
31.19469701449854,79.10961306503017,2,388,7,1,1
31.32362663735878,78.53654729013972,3,365,3,0,0
29.640472089433203,79.38056364500126,2,118,8,1,1
29.92866233368988,79.12119214609586,2,210,3,0,0
29.787674993560135,80.28990382056513,3,98,8,1,1
30.468467233762844,79.03420880335513,3,181,7,0,1
30.796538417587552,78.39582140337353,2,134,9,0,0
29.569404105319745,78.01689452203078,1,251,3,1,0
30.31246167365091,79.5476384155352,1,95,7,0,0
29.7728339773145,79.31148332897689,2,65,7,0,0
31.305027645914986,80.23943119991097,3,335,6,1,1
30.431888772488477,78.40470078379424,3,56,4,1,0
30.030807218923822,78.42005937338621,3,377,6,1,1
31.262391042936827,78.82373388370232,1,345,4,1,1
30.09473975762351,80.30330369253782,2,380,4,0,0
29.537705093943647,78.59993505580096,2,449,2,1,0
31.098332210040695,78.66421982242012,3,373,1,0,0
30.22075383417356,78.0297958767009,1,184,1,1,0
30.218296511230303,78.90024255003257,1,142,1,1,0
30.68671501391727,78.99131584617822,2,314,9,1,1
30.01691649715101,79.44021594010201,1,486,1,1,1
